row_id,user_id,category_id,video_id,age,views,engagement_score,gender_Male,profession_Student,profession_Working Professional
12480,25131,34,115,34,840,2.06,0,0,1
12481,20372,8,146,20,628,3.83,1,1,0
12482,16757,25,139,19,317,4.29,1,1,0
12483,21118,4,64,29,781,3.4,1,0,0
12484,408,19,144,18,369,2.19,0,1,0
12485,441,12,42,29,138,3.69,1,0,1
12486,23002,3,5,34,621,3.4,1,0,0
12487,499,21,143,30,909,2.3200000000000003,0,0,1
12488,25771,15,33,25,662,3.37,1,0,0
12489,13617,10,20,14,44,4.33,1,1,0
12490,21437,12,88,27,138,3.4,1,0,0
12491,935,21,51,26,909,3.91,1,0,0
12492,4706,15,32,27,662,1.55,0,0,1
12493,10497,5,73,47,229,2.16,0,0,1
12494,4647,8,16,19,628,4.65,1,1,0
12495,3580,18,58,16,444,2.88,0,1,0
12496,18094,39,116,15,89,2.7,1,1,0
12497,26394,6,11,35,362,1.15,0,0,1
12498,16505,13,147,46,628,3.26,1,0,1
12499,16361,21,122,30,909,2.08,0,0,0
12500,10506,11,41,16,180,4.3900000000000015,1,1,0
12501,26902,39,116,25,89,3.37,1,0,0
12502,2072,17,36,15,884,2.7,0,1,0
12503,22341,9,19,16,819,4.9,1,1,0
12504,20418,25,103,23,317,3.87,0,1,0
12505,21792,8,16,12,628,2.7,0,1,0
12506,3781,21,122,21,909,4.2700000000000005,1,1,0
12507,23870,26,63,35,568,2.24,1,0,1
12508,4034,8,146,21,628,4.04,1,0,1
12509,7736,3,4,38,621,3.91,1,0,0
12510,10211,26,63,12,568,3.8,1,1,0
12511,12782,33,93,31,862,3.91,0,0,0
12512,7200,37,108,39,1000,2.56,0,0,0
12513,6037,8,74,15,628,2.8,0,1,0
12514,5801,16,34,32,462,3.13,1,0,1
12515,20068,7,28,29,467,4.56,0,0,0
12517,12098,42,136,16,689,2.7,0,1,0
12518,15807,21,157,11,909,3.83,1,1,0
12519,27617,8,125,14,628,2.19,0,1,0
12520,7007,16,137,16,462,2.6,1,1,0
12521,3179,25,138,16,317,2.01,1,1,0
12522,25913,18,58,16,444,1.79,0,1,0
12523,6172,11,66,16,180,2.6,0,1,0
12524,23948,19,121,41,369,3.85,0,0,0
12525,9334,9,19,27,819,2.08,1,0,0
12526,26697,11,23,28,180,3.43,1,0,0
12527,6806,6,12,34,362,3.4,0,0,0
12528,27274,4,64,27,781,4.18,1,1,0
12529,23466,5,10,19,229,3.77,1,1,0
12530,9890,23,112,25,613,3.95,0,0,0
12531,18818,26,141,44,568,2.06,0,0,1
12532,7978,27,65,25,309,2.4,0,0,0
12533,13713,3,4,11,621,4.3500000000000005,1,1,0
12534,5527,43,148,27,617,3.89,1,0,0
12535,19042,16,97,30,462,3.2300000000000004,0,0,1
12536,20525,21,123,24,909,4.1400000000000015,1,1,0
12537,18416,4,64,14,781,4.4300000000000015,0,1,0
12538,19133,31,153,34,156,4.37,1,0,1
12539,23155,31,151,29,156,3.37,1,0,0
12540,25083,20,48,13,892,3.96,1,1,0
12541,4735,39,117,12,89,3.58,1,1,0
12542,20283,16,35,23,462,4.3500000000000005,1,1,0
12543,24683,11,23,24,180,2.48,0,1,0
12544,22247,19,44,37,369,3.91,1,0,0
12545,11310,43,148,13,617,4.3100000000000005,1,1,0
12546,16782,8,17,14,628,4.65,0,1,0
12547,26363,3,4,27,621,3.2300000000000004,0,0,1
12548,12570,11,40,19,180,4.37,1,1,0
12549,5030,1,2,10,990,4.57,1,1,0
12550,16131,12,42,18,138,4.3100000000000005,1,1,0
12551,17134,18,58,14,444,2.8,0,1,0
12552,27120,5,163,36,229,2.48,0,0,0
12553,23146,11,77,24,180,3.69,1,0,1
12554,16831,12,24,35,138,3.65,1,0,1
12555,16368,13,49,27,628,3.67,1,0,1
12556,14086,3,4,31,621,3.4,1,0,0
12557,17955,21,51,35,909,2.08,0,0,0
12558,12594,23,112,16,613,4.37,0,1,0
12559,5330,15,33,23,662,3.7,0,1,0
12560,27711,30,84,19,862,3.4,0,1,0
12561,6649,21,143,18,909,2.8,0,1,0
12562,5401,8,74,23,628,1.79,0,0,0
12563,2445,11,40,23,180,1.37,0,0,1
12564,21442,5,9,17,229,4.18,1,1,0
12565,20055,39,117,20,89,3.7,1,1,0
12566,16322,42,134,34,689,1.79,0,0,0
12567,21157,40,124,15,900,4.29,1,1,0
12568,18003,44,165,28,636,3.66,1,0,0
12569,19237,11,40,16,180,3.8,1,1,0
12570,22558,13,27,25,628,2.9400000000000004,1,0,1
12571,6171,19,44,16,369,3.73,0,1,0
12572,5117,34,95,17,840,2.6,0,1,0
12573,23959,25,103,45,317,3.4,1,0,0
12574,27373,12,25,18,138,4.01,1,1,0
12575,15757,5,55,35,229,3.91,1,0,0
12576,25615,37,128,31,1000,3.99,1,0,1
12577,7909,21,50,23,909,4.33,1,1,0
12578,20624,37,128,25,1000,3.91,1,0,0
12579,10389,17,36,21,884,2.88,0,1,0
12580,25472,5,119,32,229,2.2,0,0,0
12581,3139,27,65,30,309,3.89,1,0,0
12582,18523,43,148,23,617,4.880000000000001,0,1,0
12583,10229,14,31,19,396,2.88,1,1,0
12584,15351,5,9,41,229,3.61,0,0,1
12585,646,30,84,16,862,4.3100000000000005,1,1,0
12586,8256,8,17,21,628,3.96,1,1,0
12587,15209,3,5,34,621,3.63,1,0,1
12588,1330,25,138,36,317,3.78,1,0,0
12589,18230,8,101,22,628,4.29,1,1,0
12590,12564,32,132,41,714,3.37,1,0,0
12591,12004,8,110,24,628,3.34,0,1,0
12592,23855,11,41,33,180,3.76,0,0,0
12593,27101,3,4,15,621,4.3500000000000005,0,1,0
12594,4208,6,12,24,362,2.7,0,1,0
12595,8711,27,65,38,309,2.16,1,0,1
12596,12373,9,142,21,819,3.83,0,1,0
12597,18670,4,99,35,781,2.4,0,0,0
12598,20792,8,67,33,628,4.01,1,0,1
12599,16911,6,11,22,362,3.9,1,1,0
12600,10314,19,44,23,369,4.18,0,1,0
12601,26150,28,76,18,414,4.25,1,1,0
12602,9431,25,61,23,317,4.91,0,1,0
12603,10456,42,134,27,689,4.13,0,0,0
12604,644,16,34,13,462,3.9,1,1,0
12605,14317,31,85,37,156,2.94,1,0,0
12606,1422,35,126,12,134,4.6800000000000015,0,1,0
12607,18165,25,61,21,317,2.6,1,1,0
12608,17861,7,13,16,467,4.62,1,1,0
12609,19495,19,144,35,369,3.0,0,0,0
12610,8932,36,127,19,178,4.65,0,1,0
12611,19930,8,74,12,628,3.83,0,1,0
12612,9421,15,33,34,662,3.52,1,0,1
12613,25701,11,66,15,180,2.8,0,1,0
12614,16511,34,95,17,840,2.01,0,1,0
12615,1691,5,68,14,229,4.6000000000000005,1,1,0
12616,23255,20,48,32,892,2.3200000000000003,0,0,1
12617,16665,8,100,31,628,3.76,1,0,0
12618,4885,8,67,37,628,3.37,1,0,0
12619,10765,18,59,32,444,2.2,0,0,0
12620,12003,32,132,25,714,3.78,1,0,0
12621,13876,19,45,24,369,2.7,1,1,0
12622,1394,5,120,17,229,3.83,1,1,0
12624,15109,19,144,22,369,4.23,1,1,0
12625,1009,34,94,13,840,1.5,0,1,0
12626,4976,15,33,19,662,2.7,0,1,0
12627,14323,5,168,23,229,4.2,0,0,0
12628,11155,25,102,40,317,2.4,1,0,0
12629,12643,34,96,12,840,2.8,0,1,0
12630,15990,27,65,22,309,3.8,1,1,0
12631,18122,25,103,20,317,3.87,1,1,0
12632,16329,4,64,32,781,3.47,1,0,0
12633,23682,25,102,18,317,2.19,0,1,0
12634,22331,13,26,28,628,3.93,1,0,0
12635,24691,7,14,15,467,2.8,0,1,0
12636,25553,12,162,15,138,4.66,1,1,0
12637,23517,32,145,34,714,1.95,0,0,0
12638,9837,11,66,29,180,2.8,0,0,1
12639,22395,5,87,20,229,4.65,1,1,0
12640,22459,23,112,27,613,3.95,0,0,0
12641,26081,44,174,34,636,3.37,0,0,0
12642,17051,13,27,26,628,4.11,1,1,0
12643,2124,11,77,32,180,2.06,0,0,1
12644,17251,7,14,17,467,4.8500000000000005,1,1,0
12645,18138,34,95,16,840,2.7,0,1,0
12646,1727,39,117,13,89,1.09,1,1,0
12647,27638,38,111,10,806,4.510000000000002,1,1,0
12648,2861,32,92,26,714,3.37,1,0,0
12649,22773,37,128,20,1000,3.42,1,0,1
12650,20700,7,28,13,467,3.77,0,1,0
12651,21918,5,73,28,229,0.4499999999999999,0,0,1
12652,24814,4,64,27,781,3.95,1,0,0
12653,10355,12,88,14,138,2.6,0,1,0
12654,17705,31,152,29,156,3.63,1,0,1
12655,1903,4,8,20,781,2.7,0,1,0
12656,9664,11,40,39,180,3.13,1,0,1
12657,5160,20,48,21,892,2.8,0,1,0
12658,755,5,109,15,229,4.91,0,1,0
12659,10900,15,113,22,662,1.5,1,1,0
12660,22501,16,98,37,462,3.52,0,0,1
12661,27120,5,90,36,229,3.43,0,0,0
12662,13597,27,65,22,309,1.5,0,1,0
12663,16556,36,127,45,178,3.69,1,0,1
12664,7327,28,75,37,414,3.4,0,0,0
12665,19511,21,123,23,909,4.25,1,1,0
12666,9438,5,87,19,229,2.7,0,1,0
12667,557,25,140,16,317,3.8,1,1,0
12668,12113,21,123,21,909,3.77,1,1,0
12669,10924,1,15,30,990,3.71,1,0,1
12670,3501,15,113,19,662,4.29,1,1,0
12671,10377,40,124,20,900,4.630000000000001,1,1,0
12672,17524,19,45,29,369,3.91,1,0,0
12673,15772,25,140,39,317,2.3,0,0,0
12674,4895,8,39,22,628,4.590000000000002,1,1,0
12675,23409,12,88,22,138,3.54,1,1,0
12676,7488,31,85,32,156,4.02,1,0,1
12677,10832,28,76,19,414,3.9,1,1,0
12678,20280,4,6,34,781,3.78,1,0,0
12679,15959,5,89,15,229,2.8,0,1,0
12680,5245,25,62,12,317,4.66,1,1,0
12681,20009,18,43,17,444,3.73,1,1,0
12682,22046,15,32,32,662,3.43,1,0,0
12683,27054,21,143,15,909,4.5600000000000005,1,1,0
12684,998,30,83,20,862,4.2700000000000005,0,1,0
12685,26210,11,22,30,180,3.93,1,0,0
12686,10563,5,109,23,229,3.66,1,1,0
12687,11534,8,110,18,628,4.630000000000001,1,1,0
12688,12675,23,53,26,613,4.34,0,0,0
12689,7607,21,122,32,909,4.32,1,0,0
12690,21829,27,65,40,309,4.09,1,0,0
12691,5759,34,114,34,840,2.56,0,0,0
12692,22737,38,111,33,806,2.2,1,0,0
12693,25451,32,132,17,714,3.83,1,1,0
12694,19806,12,42,26,138,3.95,1,0,0
12695,26688,17,36,39,884,3.14,0,0,0
12696,16362,1,2,24,990,3.8,1,1,0
12697,8037,8,74,18,628,4.3900000000000015,1,1,0
12698,9039,21,104,17,909,2.7,0,1,0
12699,419,19,46,20,369,4.3900000000000015,0,1,0
12700,3117,12,24,18,138,2.9400000000000004,1,0,1
12701,25047,34,96,36,840,3.33,0,0,0
12702,10030,43,148,13,617,4.33,1,1,0
12703,18880,32,133,25,714,3.83,1,1,0
12704,2773,15,113,35,662,1.84,0,0,1
12705,14604,21,104,18,909,2.48,0,1,0
12706,10362,37,128,16,1000,2.19,1,1,0
12707,4267,29,156,24,52,3.95,1,0,0
12708,4681,25,150,11,317,2.7,0,1,0
12709,16113,5,109,15,229,3.87,0,1,0
12710,15364,34,115,30,840,3.75,1,0,1
12711,4472,9,18,14,819,4.3500000000000005,0,1,0
12712,4409,13,29,22,628,4.4300000000000015,1,1,0
12713,14256,5,10,38,229,3.65,1,0,1
12714,12123,21,50,20,909,3.43,1,0,0
12715,664,21,122,35,909,1.15,0,0,1
12716,16794,23,53,12,613,4.66,1,1,0
12717,2396,7,14,14,467,3.73,1,1,0
12718,1187,5,72,27,229,4.22,0,0,0
12719,20491,25,62,15,317,2.19,0,1,0
12720,25706,3,4,26,621,4.33,1,1,0
12721,17911,9,18,19,819,4.880000000000001,1,1,0
12722,5420,16,35,18,462,4.2700000000000005,0,1,0
12723,21767,5,120,16,229,2.48,0,1,0
12724,2653,21,50,33,909,2.48,0,0,0
12725,13224,31,152,27,156,4.23,1,0,0
12726,26039,15,113,19,662,3.5700000000000003,1,0,1
12727,12408,28,75,17,414,3.73,1,1,0
12728,5836,5,158,21,229,4.44,1,1,0
12729,19479,18,59,15,444,3.62,0,1,0
12730,6108,16,34,19,462,3.67,0,0,1
12731,6308,25,138,17,317,4.66,1,1,0
12732,17381,19,1,45,369,3.5700000000000003,1,0,1
12733,20634,19,1,20,369,4.2700000000000005,1,1,0
12734,13574,6,12,27,362,2.2,0,0,0
12735,21241,32,132,16,714,3.98,1,1,0
12736,12088,25,103,22,317,4.57,0,1,0
12737,789,31,152,32,156,3.89,0,0,0
12738,5205,19,164,27,369,3.64,1,0,0
12739,17943,25,140,29,317,3.37,1,0,0
12740,16343,13,27,22,628,4.630000000000001,1,1,0
12741,4155,9,142,28,819,2.56,1,0,0
12742,6824,12,42,34,138,3.89,1,0,0
12743,6796,5,79,32,229,4.52,1,0,0
12744,11405,15,32,19,662,4.3100000000000005,1,1,0
12745,25345,25,139,19,317,4.3500000000000005,1,1,0
12746,26245,42,134,26,689,1.1,0,0,0
12747,10151,11,66,13,180,3.96,0,1,0
12748,5912,36,107,36,178,4.47,1,0,0
12749,10989,13,29,23,628,3.96,1,1,0
12750,19899,12,42,41,138,3.93,1,0,1
12751,16672,5,55,23,229,4.65,1,1,0
12752,22888,19,144,15,369,4.11,1,1,0
12753,20938,19,144,19,369,3.52,1,0,1
12754,7329,3,4,25,621,4.7200000000000015,0,1,0
12755,7859,12,88,23,138,3.58,1,0,0
12756,20148,18,59,31,444,2.89,0,0,0
12757,3640,34,95,29,840,0.69,0,0,0
12758,15229,34,94,18,840,1.84,0,0,1
12759,4932,3,4,10,621,4.44,1,1,0
12760,23037,11,22,20,180,3.49,0,1,0
12761,3431,18,58,35,444,2.4,0,0,0
12762,24065,11,66,13,180,3.8,1,1,0
12763,10922,25,102,15,317,4.65,1,1,0
12764,20776,21,157,18,909,3.9,1,1,0
12765,3752,21,50,22,909,3.83,1,1,0
12766,10490,36,107,17,178,3.83,1,1,0
12767,8096,19,44,20,369,3.8,0,1,0
12768,22122,23,112,20,613,3.13,1,0,1
12769,20763,34,114,23,840,2.35,0,1,0
12770,18702,19,46,28,369,3.83,1,0,0
12771,14607,25,139,34,317,3.69,1,0,1
12772,4396,19,164,18,369,3.77,1,1,0
12773,10318,16,137,19,462,4.83,0,1,0
12774,16839,15,32,36,662,3.83,1,0,0
12775,18670,3,5,35,621,3.61,0,0,0
12776,9475,12,42,10,138,2.8,0,1,0
12777,5460,25,138,21,317,3.71,1,0,0
12778,11487,37,108,16,1000,2.6,0,1,0
12779,1742,5,73,25,229,4.23,1,0,0
12780,7705,19,45,23,369,2.4,0,0,0
12781,4824,14,31,34,396,3.2300000000000004,0,0,1
12782,18614,24,60,13,617,4.04,0,1,0
12783,10988,17,37,34,884,2.77,0,0,0
12785,5965,42,136,14,689,2.7,0,1,0
12786,26231,24,60,26,617,3.23,0,1,0
12787,13678,32,132,35,714,2.64,0,0,0
12788,19240,25,61,33,317,2.3,1,0,0
12789,22052,9,18,24,819,3.83,0,1,0
12790,12217,38,111,16,806,2.7,1,1,0
12791,20467,5,89,17,229,4.04,0,1,0
12792,27314,18,43,17,444,1.5,1,1,0
12793,11687,21,50,25,909,3.87,1,0,0
12794,25769,21,143,32,909,3.89,1,0,0
12795,6125,13,147,20,628,4.11,1,1,0
12796,20158,12,42,19,138,4.16,1,1,0
12797,15058,34,94,17,840,3.73,1,1,0
12798,20713,4,7,34,781,2.2,0,0,0
12799,23157,5,70,28,229,4.32,1,0,0
12800,15721,12,88,12,138,4.2700000000000005,0,1,0
12801,12193,24,60,12,617,4.8900000000000015,0,1,0
12802,21484,35,126,18,134,4.21,1,1,0
12803,12159,37,108,39,1000,3.16,1,0,1
12804,1408,23,53,17,613,4.66,1,1,0
12805,4086,27,65,28,309,2.2,0,0,0
12806,2682,34,95,14,840,3.7,1,1,0
12807,10223,4,7,18,781,4.2700000000000005,1,1,0
12808,26582,34,94,23,840,2.6,0,1,0
12809,14088,21,143,13,909,1.79,0,1,0
12810,26617,19,44,21,369,4.0600000000000005,1,1,0
12811,12674,39,117,25,89,3.87,1,0,0
12812,2002,11,66,22,180,3.1900000000000004,1,0,1
12813,6128,19,45,16,369,2.6,0,1,0
12814,17891,18,43,20,444,2.96,0,1,0
12815,25138,28,76,30,414,3.13,1,0,1
12816,27385,11,66,19,180,4.21,1,1,0
12817,14568,19,44,36,369,3.09,0,0,0
12818,22512,18,58,31,444,3.47,0,0,0
12819,14183,23,53,24,613,1.79,1,1,0
12820,1386,12,88,21,138,4.83,1,1,0
12821,14942,1,2,12,990,3.77,1,1,0
12822,14739,8,39,30,628,3.5,1,0,0
12823,6191,16,34,21,462,4.23,1,1,0
12824,793,4,6,37,781,3.89,1,0,0
12825,595,19,164,15,369,2.35,0,1,0
12826,25613,34,96,25,840,2.3,0,0,0
12827,18773,23,53,22,613,3.44,0,1,0
12828,16136,32,133,36,714,3.37,1,0,0
12829,19977,17,36,29,884,3.37,1,0,0
12830,22106,12,25,13,138,4.62,1,1,0
12831,6858,43,149,24,617,4.7200000000000015,1,1,0
12832,15574,9,142,31,819,3.89,1,0,0
12833,23325,5,109,27,229,4.3100000000000005,0,1,0
12834,3693,5,109,15,229,3.23,1,1,0
12835,980,16,98,16,462,4.16,1,1,0
12836,22694,19,44,33,369,4.08,0,0,0
12837,19972,10,20,15,44,2.19,0,1,0
12838,13994,25,150,25,317,2.7,0,1,0
12839,11205,34,114,41,840,2.08,0,0,0
12840,11197,17,37,23,884,3.98,0,1,0
12841,23707,7,28,23,467,4.09,0,1,0
12842,4448,18,59,32,444,1.1,0,0,0
12843,14162,32,145,21,714,4.3500000000000005,0,1,0
12844,21859,8,146,15,628,4.6000000000000005,1,1,0
12845,2933,5,10,18,229,2.88,0,1,0
12846,20144,16,98,16,462,4.25,0,1,0
12847,10746,4,99,18,781,3.83,0,1,0
12848,22154,26,141,30,568,4.29,1,0,1
12849,2640,12,42,15,138,3.49,0,1,0
12850,20813,19,44,29,369,2.48,0,0,0
12851,8688,41,131,24,72,2.6,1,1,0
12852,11289,13,27,28,628,3.89,1,0,0
12853,20166,43,149,19,617,4.6800000000000015,0,1,0
12854,20956,8,39,14,628,2.6,1,1,0
12855,13691,13,27,30,628,4.39,1,0,0
12856,16320,4,6,24,781,2.3200000000000003,0,0,1
12857,15272,16,34,17,462,4.3500000000000005,0,1,0
12858,18090,26,63,20,568,3.66,0,1,0
12859,17305,23,112,16,613,3.4,0,1,0
12860,11589,3,5,39,621,3.97,1,0,0
12861,3609,34,95,25,840,3.7,1,1,0
12862,20959,7,28,34,467,3.5700000000000003,0,0,1
12863,8079,33,93,33,862,3.37,1,0,0
12864,23645,21,122,13,909,1.5,0,1,0
12865,13732,21,50,45,909,2.06,0,0,1
12866,26773,5,10,22,229,3.13,1,0,1
12867,16558,25,62,21,317,4.2700000000000005,1,1,0
12868,3222,23,53,35,613,4.26,0,0,0
12869,17474,5,9,22,229,4.33,1,1,0
12870,2019,28,75,27,414,4.19,1,0,0
12871,27000,19,144,12,369,3.83,1,1,0
12872,24855,12,30,13,138,4.3500000000000005,1,1,0
12873,15585,10,20,37,44,3.14,1,0,0
12874,21436,8,17,44,628,2.94,0,0,0
12875,21455,32,132,11,714,4.0600000000000005,1,1,0
12876,14582,17,37,43,884,4.02,1,0,1
12877,11089,16,137,22,462,3.62,1,1,0
12878,21122,5,172,23,229,4.29,0,1,0
12879,27114,16,98,18,462,3.8,0,1,0
12880,9854,8,125,13,628,3.73,1,1,0
12881,26069,6,12,40,362,3.33,1,0,0
12882,27653,27,65,17,309,4.2700000000000005,1,1,0
12883,24968,31,86,17,156,2.48,1,1,0
12884,11571,15,33,32,662,3.37,1,0,0
12885,4221,28,76,30,414,3.87,1,0,0
12886,24699,7,14,36,467,3.89,0,0,0
12887,8929,28,76,30,414,4.33,0,0,0
12888,20531,25,140,12,317,4.92,1,1,0
12889,15936,12,24,23,138,4.3100000000000005,1,1,0
12890,22843,23,53,16,613,4.29,0,1,0
12891,12906,17,37,20,884,3.16,1,0,1
12892,23912,14,31,25,396,2.8,0,1,0
12893,16705,21,129,32,909,3.87,1,0,0
12894,6498,1,2,33,990,3.4,1,0,0
12895,21903,32,145,20,714,3.58,1,1,0
12896,14630,36,127,33,178,3.95,1,0,0
12897,20054,19,144,29,369,4.2,1,0,0
12898,19098,5,54,22,229,3.77,1,1,0
12899,15404,29,82,19,52,3.54,1,1,0
12900,20712,46,173,33,840,1.71,0,0,1
12901,22556,31,85,11,156,2.7,0,1,0
12902,211,21,104,20,909,3.77,1,1,0
12903,23236,25,138,46,317,2.06,1,0,1
12904,12484,32,92,17,714,3.77,1,1,0
12905,25826,21,50,18,909,2.7,0,1,0
12906,3221,14,31,31,396,3.37,0,0,0
12907,18521,19,1,36,369,3.4,1,0,0
12908,18001,5,56,16,229,2.6,0,1,0
12909,11723,32,133,17,714,4.49,1,1,0
12910,22281,1,2,15,990,4.33,1,1,0
12911,27403,7,28,37,467,2.48,1,0,0
12912,15252,11,41,34,180,3.89,1,0,0
12913,17163,9,19,21,819,3.77,1,1,0
12914,15821,26,141,22,568,2.7,0,1,0
12915,21883,28,76,20,414,3.37,1,0,0
12916,11036,29,81,21,52,2.6,1,1,0
12917,21853,36,107,18,178,5.0,0,1,0
12918,18915,42,135,17,689,2.88,0,1,0
12919,7703,40,124,13,900,4.33,0,1,0
12920,18314,25,150,32,317,3.93,1,0,0
12921,2490,31,105,17,156,4.94,1,1,0
12922,23886,29,156,29,52,3.91,1,0,0
12923,7261,5,9,13,229,2.88,1,1,0
12924,9735,9,142,13,819,2.6,0,1,0
12925,15646,15,33,12,662,4.04,1,1,0
12926,12943,25,150,18,317,2.6,0,1,0
12927,12416,14,31,32,396,3.06,0,0,1
12928,15436,32,92,20,714,1.71,0,0,1
12929,9029,43,148,25,617,4.5,0,0,0
12930,11221,21,143,30,909,3.97,1,0,0
12931,25919,11,22,18,180,3.9,1,1,0
12932,7699,12,30,17,138,4.7,1,1,0
12933,7575,27,65,14,309,4.2700000000000005,0,1,0
12934,20249,1,2,18,990,4.6000000000000005,1,1,0
12935,27379,16,97,41,462,3.61,1,0,1
12936,12577,12,25,16,138,3.98,1,1,0
12937,12496,11,23,20,180,2.48,0,1,0
12938,4678,31,153,16,156,2.35,1,1,0
12939,12355,10,21,14,44,2.48,1,1,0
12940,5396,42,135,26,689,2.9000000000000004,1,0,1
12941,8396,18,59,32,444,2.2,0,0,0
12942,3234,16,35,43,462,3.63,1,0,1
12943,15432,6,11,36,362,3.1900000000000004,1,0,1
12944,5770,18,59,32,444,2.2,0,0,0
12945,9176,13,147,11,628,2.8,0,1,0
12946,11150,45,167,34,95,2.3,1,0,0
12947,17806,7,14,16,467,3.8,1,1,0
12948,1856,6,11,37,362,3.69,1,0,0
12949,21687,8,39,20,628,4.630000000000001,1,1,0
12950,22804,5,87,20,229,2.7,0,1,0
12951,14332,25,62,16,317,1.79,0,1,0
12952,19928,12,30,24,138,4.03,1,0,0
12953,8011,21,143,16,909,2.35,0,1,0
12954,15282,11,40,28,180,3.87,1,0,0
12955,11762,26,141,31,568,3.93,1,0,0
12956,22329,5,109,34,229,3.14,1,0,0
12957,26740,5,158,41,229,4.45,1,0,0
12958,9077,5,109,21,229,4.3100000000000005,1,1,0
12959,4567,25,102,22,317,4.69,1,1,0
12960,12416,34,114,32,840,1.96,0,0,1
12961,5097,11,77,33,180,4.41,1,0,0
12962,8391,19,44,27,369,3.26,0,0,0
12963,7934,8,146,30,628,3.89,0,0,0
12964,14325,19,44,45,369,3.67,1,0,1
12965,23751,28,76,32,414,2.71,0,0,0
12966,6295,6,12,19,362,3.77,0,1,0
12967,1510,23,112,36,613,2.06,0,0,1
12968,23875,21,123,23,909,4.66,1,1,0
12969,5479,25,103,19,317,1.5,0,1,0
12970,8905,14,31,19,396,4.3100000000000005,1,1,0
12971,23040,8,125,30,628,2.3,0,0,0
12972,26716,27,65,12,309,3.96,1,1,0
12973,15473,3,4,25,621,4.73,0,1,0
12974,8796,11,77,21,180,4.11,1,1,0
12975,15646,15,113,12,662,4.3500000000000005,1,1,0
12976,1555,8,100,28,628,3.4,1,0,0
12977,7271,22,52,25,709,3.09,0,0,0
12978,21784,4,6,18,781,3.9,1,1,0
12979,14542,4,8,14,781,3.8,1,1,0
12980,17919,4,8,33,781,0.8600000000000001,0,0,1
12981,5409,37,128,43,1000,3.91,1,0,0
12982,7582,13,26,17,628,3.83,1,1,0
12983,26056,8,74,15,628,3.04,0,1,0
12984,26059,42,134,33,689,1.55,0,0,1
12985,11336,21,143,15,909,3.58,0,1,0
12986,4864,31,86,32,156,1.71,1,0,1
12987,1865,31,152,12,156,4.6800000000000015,1,1,0
12988,12189,16,98,32,462,4.28,1,0,0
12989,6139,8,100,20,628,2.96,0,1,0
12990,24801,32,133,20,714,2.6,0,1,0
12991,15917,38,111,17,806,3.73,1,1,0
12992,23267,16,34,31,462,0.0,0,0,0
12993,12305,16,98,17,462,4.33,0,1,0
12994,786,31,105,20,156,4.3500000000000005,0,1,0
12995,11370,8,39,19,628,4.3500000000000005,1,1,0
12996,19544,41,130,34,72,1.79,0,0,0
12997,14552,43,148,31,617,4.2,0,0,0
12998,25679,6,11,29,362,3.82,0,0,1
12999,25269,5,56,22,229,4.33,1,1,0
13000,11244,8,101,35,628,3.47,1,0,0
13001,4356,18,59,15,444,4.6000000000000005,0,1,0
13002,7995,34,95,26,840,2.2,0,0,0
13003,13018,29,81,19,52,3.77,0,1,0
13004,27501,18,43,14,444,1.79,0,1,0
13005,9899,8,16,33,628,3.43,1,0,0
13006,17837,8,39,35,628,2.24,0,0,1
13007,27151,5,9,31,229,3.16,0,0,1
13008,18433,9,19,24,819,3.89,1,0,0
13009,5062,9,142,19,819,4.9300000000000015,1,1,0
13010,7563,39,116,22,89,4.62,1,1,0
13011,24839,11,23,32,180,3.71,1,0,0
13012,10561,5,56,21,229,3.37,0,0,0
13013,4495,17,36,37,884,0.69,0,0,0
13014,17822,1,2,29,990,3.9,1,0,1
13015,10555,6,11,43,362,3.67,1,0,1
13016,12948,8,101,38,628,4.22,0,0,0
13017,15380,4,8,20,781,3.73,0,1,0
13018,25711,25,150,35,317,4.26,1,0,0
13019,25828,1,2,34,990,4.32,1,0,0
13020,20951,3,5,35,621,3.85,1,0,0
13021,11689,19,121,10,369,4.3100000000000005,1,1,0
13022,11252,1,15,20,990,3.11,0,1,0
13023,14581,11,77,36,180,3.09,1,0,1
13024,15607,45,167,22,95,4.23,1,1,0
13025,22157,26,141,22,568,3.14,0,0,0
13026,8903,34,115,12,840,2.19,0,1,0
13027,13417,18,58,13,444,2.7,0,1,0
13028,22971,13,27,16,628,2.8,0,1,0
13029,15277,7,28,32,467,4.03,1,0,0
13030,10640,25,103,25,317,0.0,0,0,1
13031,22216,8,146,20,628,4.25,1,1,0
13032,6844,44,166,35,636,3.69,1,0,1
13033,17006,5,109,41,229,3.93,0,0,0
13034,8331,10,20,32,44,3.99,1,0,0
13035,17776,29,82,15,52,2.7,1,1,0
13036,20398,1,1,15,990,4.3100000000000005,1,1,0
13037,17279,21,51,40,909,3.45,0,0,1
13038,7168,26,141,31,568,3.1900000000000004,1,0,1
13039,8945,18,58,15,444,4.44,1,1,0
13040,19022,10,21,15,44,3.77,0,1,0
13041,15147,19,121,20,369,2.48,0,1,0
13042,11826,19,46,12,369,4.66,0,1,0
13043,469,8,125,28,628,3.5,1,0,1
13044,25705,11,40,24,180,4.8100000000000005,0,1,0
13045,7302,8,17,26,628,3.79,1,0,1
13046,18247,12,30,21,138,3.8,1,1,0
13047,9827,12,30,14,138,3.83,1,1,0
13048,14203,31,151,37,156,1.61,0,0,0
